"","code","focus_type","country","region","province","livestock_region","international_region","municipality","uvl","disease","n_affected_species","serotype","species","susceptible","affected","confirmation_date","outbreak_n","index","outbreak_id"
"7024","2007/7278","Secundario","España","ANDALUCÍA","CÁDIZ","LA JANDA",NA,"Medina Sidonia","Cádiz","Bluetongue",1,"","Ovinos","73","6",2007-10-23,1,7024,"2007/7278_1"
"7025","2007/7277","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",1,"","Ovinos","10","4",2007-10-02,1,7025,"2007/7277_1"
"7026","2007/7276","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",1,"","Ovinos","91","8",2007-09-19,1,7026,"2007/7276_1"
"7027","2007/7275","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",1,"","Ovinos","17","5",2007-10-08,1,7027,"2007/7275_1"
"7028","2007/7274","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",1,"","Ovinos","103","58",2007-09-27,1,7028,"2007/7274_1"
"7029","2007/7273","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",1,"","Ovinos","376","13",2007-10-29,1,7029,"2007/7273_1"
"7030","2007/7272","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",1,"","Ovinos","23","7",2007-10-02,1,7030,"2007/7272_1"
"7031","2007/7271","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",2,"","Caprinos, Ovinos","2 / 95","0 / 10",2007-11-05,1,7031,"2007/7271_1"
"7032","2007/7270","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",1,"","Ovinos","308","0",2007-11-05,1,7032,"2007/7270_1"
"7033","2007/7269","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",2,"","Caprinos, Ovinos","11 / 200","0 / 98",2007-11-07,1,7033,"2007/7269_1"
"7034","2007/7268","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",1,"","Ovinos","14","4",2007-10-08,1,7034,"2007/7268_1"
"7035","2007/7267","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",1,"","Ovinos","86","39",2007-10-03,1,7035,"2007/7267_1"
"7036","2007/7266","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",2,"","Caprinos, Ovinos","145 / 4","0 / 23",2007-10-02,1,7036,"2007/7266_1"
"7037","2007/7265","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",1,"","Ovinos","182","52",2007-09-28,1,7037,"2007/7265_1"
"7038","2007/7264","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",2,"","Caprinos, Ovinos","323 / 7","0 / 20",2007-09-28,1,7038,"2007/7264_1"
"7039","2007/7263","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",1,"","Ovinos","68","21",2007-09-27,1,7039,"2007/7263_1"
"7040","2007/7262","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",2,"","Caprinos, Ovinos","250 / 5","0 / 20",2007-09-19,1,7040,"2007/7262_1"
"7041","2007/7261","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",2,"","Caprinos, Ovinos","75 / 9","0 / 49",2007-10-03,1,7041,"2007/7261_1"
"7042","2007/7260","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",1,"","Ovinos","50","0",2007-10-10,1,7042,"2007/7260_1"
"7043","2007/7259","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",1,"","Ovinos","58","0",2007-11-05,1,7043,"2007/7259_1"
"7044","2007/7258","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",1,"","Ovinos","86","16",2007-09-24,1,7044,"2007/7258_1"
"7045","2007/7257","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",1,"","Ovinos","500","22",2007-11-05,1,7045,"2007/7257_1"
"7046","2007/7256","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",1,"","Ovinos","114","41",2007-09-27,1,7046,"2007/7256_1"
"7047","2007/7255","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",2,"","Caprinos, Ovinos","18 / 281","0 / 102",2007-10-03,1,7047,"2007/7255_1"
"7048","2007/7254","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",1,"","Ovinos","75","19",2007-10-02,1,7048,"2007/7254_1"
"7049","2007/7253","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",1,"","Ovinos","61","6",2007-10-02,1,7049,"2007/7253_1"
"7050","2007/7252","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",2,"","Caprinos, Ovinos","116 / 6","0 / 4",2007-10-02,1,7050,"2007/7252_1"
"7051","2007/7251","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",2,"","Caprinos, Ovinos","261 / 8","0 / 32",2007-09-24,1,7051,"2007/7251_1"
"7052","2007/7250","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",1,"","Ovinos","96","59",2007-10-04,1,7052,"2007/7250_1"
"7053","2007/7249","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",2,"","Caprinos, Ovinos","212 / 29","0 / 52",2007-09-19,1,7053,"2007/7249_1"
"7054","2007/7248","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",1,"","Ovinos","711","0",2007-11-05,1,7054,"2007/7248_1"
"7055","2007/7247","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Cerro de Andévalo, El","Huelva","Bluetongue",2,"","Caprinos, Ovinos","286 / 4","0 / 28",2007-11-05,1,7055,"2007/7247_1"
"7056","2007/7246","Secundario","España","ANDALUCÍA","SEVILLA","CARMONA (LOS ARCORES)",NA,"Campana, La","Sevilla","Bluetongue",1,"","Ovinos","426","20",2007-09-12,1,7056,"2007/7246_1"
"7057","2007/7245","Secundario","España","ANDALUCÍA","MÁLAGA","RONDA (RONDA)",NA,"Benadalid","Málaga","Bluetongue",1,"","Ovinos","63","2",2007-10-18,1,7057,"2007/7245_1"
"7058","2007/7244","Secundario","España","ANDALUCÍA","MÁLAGA","RONDA (RONDA)",NA,"Atajate","Málaga","Bluetongue",1,"","Ovinos","36","3",2007-10-24,1,7058,"2007/7244_1"
"7059","2007/7243","Secundario","España","ANDALUCÍA","MÁLAGA","RONDA (RONDA)",NA,"Atajate","Málaga","Bluetongue",1,"","Ovinos","24","5",2007-10-24,1,7059,"2007/7243_1"
"7060","2007/7242","Secundario","España","ANDALUCÍA","MÁLAGA","RONDA (RONDA)",NA,"Atajate","Málaga","Bluetongue",1,"","Ovinos","210","12",2007-10-24,1,7060,"2007/7242_1"
"7061","2007/7241","Secundario","España","ANDALUCÍA","CÓRDOBA","POSADAS (VEGA DEL GUADALQUIVIR)",NA,"Córdoba","Córdoba","Bluetongue",1,"","Ovinos","27","1",2007-10-03,1,7061,"2007/7241_1"
"7062","2007/7240","Secundario","España","ANDALUCÍA","CÓRDOBA","POSADAS (VEGA DEL GUADALQUIVIR)",NA,"Córdoba","Córdoba","Bluetongue",2,"","Caprinos, Ovinos","222 / 29","0 / 16",2007-09-07,1,7062,"2007/7240_1"
"7063","2007/7239","Secundario","España","ANDALUCÍA","CÓRDOBA","POSADAS (VEGA DEL GUADALQUIVIR)",NA,"Córdoba","Córdoba","Bluetongue",1,"","Ovinos","172","4",2007-10-01,1,7063,"2007/7239_1"
"7064","2007/7238","Secundario","España","ANDALUCÍA","CÁDIZ","CAMPO DE GIBRALTAR",NA,"Jimena de la Frontera","Cádiz","Bluetongue",1,"","Ovinos","104","38",2007-11-06,1,7064,"2007/7238_1"
"7065","2007/7237","Secundario","España","ANDALUCÍA","CÁDIZ","CAMPO DE GIBRALTAR",NA,"Jimena de la Frontera","Cádiz","Bluetongue",1,"","Ovinos","586","210",2007-08-31,1,7065,"2007/7237_1"
"7066","2007/7236","Secundario","España","ANDALUCÍA","CÁDIZ","CAMPO DE GIBRALTAR",NA,"Jimena de la Frontera","Cádiz","Bluetongue",1,"","Ovinos","499","0",2007-10-17,1,7066,"2007/7236_1"
"7067","2007/7235","Secundario","España","ANDALUCÍA","CÁDIZ","CAMPO DE GIBRALTAR",NA,"Jimena de la Frontera","Cádiz","Bluetongue",1,"","Ovinos","39","20",2007-10-10,1,7067,"2007/7235_1"
"7068","2007/7234","Secundario","España","ANDALUCÍA","CÁDIZ","CAMPO DE GIBRALTAR",NA,"Jimena de la Frontera","Cádiz","Bluetongue",1,"","Ovinos","54","21",2007-09-20,1,7068,"2007/7234_1"
"7069","2007/7233","Secundario","España","ANDALUCÍA","JAÉN","LINARES (SIERRA MORENA/CAMPIÑA JAEN)",NA,"Carboneros","Jaén","Bluetongue",2,"","Caprinos, Ovinos","498 / 50","0 / 20",2007-11-16,1,7069,"2007/7233_1"
"7070","2007/7232","Secundario","España","ANDALUCÍA","HUELVA","CARTAYA (COSTA OCCIDENTAL)",NA,"Cartaya","Huelva","Bluetongue",2,"","Caprinos, Ovinos","106 / 13","0 / 9",2007-10-16,1,7070,"2007/7232_1"
"7071","2007/7231","Secundario","España","ANDALUCÍA","SEVILLA","LEBRIJA (LAS MARISMAS)",NA,"Cabezas de San Juan, Las","Sevilla","Bluetongue",1,"","Ovinos","1218","26",2007-10-25,1,7071,"2007/7231_1"
"7072","2007/7230","Secundario","España","ANDALUCÍA","CÁDIZ","CAMPIÑA",NA,"Jerez de la Frontera","Cádiz","Bluetongue",1,"","Ovinos","174","35",2007-09-04,1,7072,"2007/7230_1"
"7073","2007/7229","Secundario","España","ANDALUCÍA","CÁDIZ","CAMPIÑA",NA,"Jerez de la Frontera","Cádiz","Bluetongue",1,"","Ovinos","357","175",2007-08-31,1,7073,"2007/7229_1"
"7074","2007/7228","Secundario","España","ANDALUCÍA","CÁDIZ","CAMPIÑA",NA,"Jerez de la Frontera","Cádiz","Bluetongue",1,"","Ovinos","367","0",2007-09-03,1,7074,"2007/7228_1"
"7075","2007/7227","Secundario","España","ANDALUCÍA","CÁDIZ","CAMPIÑA",NA,"Jerez de la Frontera","Cádiz","Bluetongue",1,"","Ovinos","64","0",2007-08-27,1,7075,"2007/7227_1"
"7076","2007/7226","Secundario","España","ANDALUCÍA","CÁDIZ","CAMPIÑA",NA,"Jerez de la Frontera","Cádiz","Bluetongue",2,"","Caprinos, Ovinos","1 / 697","0 / 65",2007-09-05,1,7076,"2007/7226_1"
"7077","2007/7225","Secundario","España","ANDALUCÍA","CÁDIZ","CAMPIÑA",NA,"Jerez de la Frontera","Cádiz","Bluetongue",2,"","Caprinos, Ovinos","275 / 5","0",2007-10-02,1,7077,"2007/7225_1"
"7078","2007/7224","Secundario","España","ANDALUCÍA","HUELVA","ARACENA (SIERRA ORIENTAL)",NA,"Cañaveral de León","Huelva","Bluetongue",2,"","Caprinos, Ovinos","105 / 196","0 / 44",2007-10-24,1,7078,"2007/7224_1"
"7079","2007/7223","Secundario","España","ANDALUCÍA","HUELVA","ARACENA (SIERRA ORIENTAL)",NA,"Cañaveral de León","Huelva","Bluetongue",2,"","Caprinos, Ovinos","26 / 4","0 / 5",2007-11-05,1,7079,"2007/7223_1"
"7080","2007/7222","Secundario","España","ANDALUCÍA","SEVILLA","CANTILLANA (VEGA DE SEVILLA)",NA,"Burguillos","Sevilla","Bluetongue",1,"","Ovinos","117","11",2007-09-18,1,7080,"2007/7222_1"
"7081","2007/7221","Secundario","España","ANDALUCÍA","CÓRDOBA","BAENA,GUADAJOZ Y CAMPIÑA ESTE",NA,"Castro del Río","Córdoba","Bluetongue",1,"","Ovinos","742","31",2007-09-27,1,7081,"2007/7221_1"
"7082","2007/7220","Secundario","España","ANDALUCÍA","CÁDIZ","SIERRA DE CÁDIZ",NA,"Grazalema","Cádiz","Bluetongue",2,"","Caprinos, Ovinos","282 / 95","0 / 11",2007-10-25,1,7082,"2007/7220_1"
"7083","2007/7219","Secundario","España","ANDALUCÍA","CÁDIZ","SIERRA DE CÁDIZ",NA,"Grazalema","Cádiz","Bluetongue",1,"","Ovinos","45","7",2007-10-10,1,7083,"2007/7219_1"
"7084","2007/7218","Secundario","España","ANDALUCÍA","CÁDIZ","SIERRA DE CÁDIZ",NA,"Grazalema","Cádiz","Bluetongue",1,"","Caprinos","443","0",2007-10-17,1,7084,"2007/7218_1"
"7085","2007/7217","Secundario","España","ANDALUCÍA","CÁDIZ","SIERRA DE CÁDIZ",NA,"Grazalema","Cádiz","Bluetongue",1,"","Ovinos","335","12",2007-10-29,1,7085,"2007/7217_1"
"7086","2007/7216","Secundario","España","ANDALUCÍA","HUELVA","ARACENA (SIERRA ORIENTAL)",NA,"Campofrío","Huelva","Bluetongue",2,"","Caprinos, Ovinos","237 / 347","0 / 31",2007-09-20,1,7086,"2007/7216_1"
"7087","2007/7215","Secundario","España","ANDALUCÍA","SEVILLA","CANTILLANA (VEGA DE SEVILLA)",NA,"Brenes","Sevilla","Bluetongue",2,"","Caprinos, Ovinos","28 / 914","0 / 7",2007-10-02,1,7087,"2007/7215_1"
"7088","2007/7214","Secundario","España","ANDALUCÍA","CÓRDOBA","MONTORO (ALTO GUADALQUIVIR)",NA,"Carpio, El","Córdoba","Bluetongue",1,"","Ovinos","25","7",2007-10-01,1,7088,"2007/7214_1"
"7089","2007/7213","Secundario","España","ANDALUCÍA","CÁDIZ","SIERRA DE CÁDIZ",NA,"Gastor, El","Cádiz","Bluetongue",2,"","Caprinos, Ovinos","38 / 4","0 / 18",2007-10-24,1,7089,"2007/7213_1"
"7090","2007/7212","Secundario","España","ANDALUCÍA","CÁDIZ","SIERRA DE CÁDIZ",NA,"Gastor, El","Cádiz","Bluetongue",1,"","Ovinos","182","15",2007-09-26,1,7090,"2007/7212_1"
"7091","2007/7211","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Campillo, El","Huelva","Bluetongue",2,"","Caprinos, Ovinos","163 / 328","0",2007-10-05,1,7091,"2007/7211_1"
"7092","2007/7210","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Calañas","Huelva","Bluetongue",2,"","Caprinos, Ovinos","8 / 90","0",2007-10-05,1,7092,"2007/7210_1"
"7093","2007/7209","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Calañas","Huelva","Bluetongue",1,"","Ovinos","80","9",2007-09-19,1,7093,"2007/7209_1"
"7094","2007/7208","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Calañas","Huelva","Bluetongue",1,"","Ovinos","205","57",2007-10-03,1,7094,"2007/7208_1"
"7095","2007/7207","Secundario","España","ANDALUCÍA","GRANADA","ORGIVA (ALPUJARRA/VALLE DE LECRIN)",NA,"Almegíjar","Granada","Bluetongue",2,"","Caprinos, Ovinos","266 / 27","0 / 1",2007-11-06,1,7095,"2007/7207_1"
"7096","2007/7206","Secundario","España","ANDALUCÍA","HUELVA","ARACENA (SIERRA ORIENTAL)",NA,"Cala","Huelva","Bluetongue",1,"","Ovinos","61","5",2007-10-01,1,7096,"2007/7206_1"
"7097","2007/7205","Secundario","España","ANDALUCÍA","HUELVA","ARACENA (SIERRA ORIENTAL)",NA,"Cala","Huelva","Bluetongue",1,"","Ovinos","281","40",2007-09-18,1,7097,"2007/7205_1"
"7098","2007/7204","Secundario","España","ANDALUCÍA","HUELVA","ARACENA (SIERRA ORIENTAL)",NA,"Cala","Huelva","Bluetongue",1,"","Ovinos","337","155",2007-10-01,1,7098,"2007/7204_1"
"7099","2007/7203","Secundario","España","ANDALUCÍA","MÁLAGA","ANTEQUERA (ANTEQUERA)",NA,"Antequera","Málaga","Bluetongue",1,"","Caprinos","389","0",2007-11-06,1,7099,"2007/7203_1"
"7100","2007/7202","Secundario","España","ANDALUCÍA","MÁLAGA","ANTEQUERA (ANTEQUERA)",NA,"Antequera","Málaga","Bluetongue",1,"","Caprinos","348","0",2007-11-08,1,7100,"2007/7202_1"
"7101","2007/7201","Secundario","España","ANDALUCÍA","MÁLAGA","ANTEQUERA (ANTEQUERA)",NA,"Antequera","Málaga","Bluetongue",1,"","Caprinos","652","0",2007-11-08,1,7101,"2007/7201_1"
"7102","2007/7200","Secundario","España","ANDALUCÍA","MÁLAGA","ANTEQUERA (ANTEQUERA)",NA,"Antequera","Málaga","Bluetongue",1,"","Caprinos","560","0",2007-11-08,1,7102,"2007/7200_1"
"7103","2007/7199","Secundario","España","ANDALUCÍA","MÁLAGA","ANTEQUERA (ANTEQUERA)",NA,"Antequera","Málaga","Bluetongue",1,"","Caprinos","414","0",2007-11-06,1,7103,"2007/7199_1"
"7104","2007/7198","Secundario","España","ANDALUCÍA","CÁDIZ","LITORAL",NA,"Chiclana de la Frontera","Cádiz","Bluetongue",1,"","Ovinos","60","3",2007-10-09,1,7104,"2007/7198_1"
"7105","2007/7197","Secundario","España","ANDALUCÍA","HUELVA","PUEBLA DE GUZMAN (ANDEVALO OCCIDENTAL)",NA,"Cabezas Rubias","Huelva","Bluetongue",1,"","Ovinos","151","0",2007-11-05,1,7105,"2007/7197_1"
"7106","2007/7196","Secundario","España","ANDALUCÍA","HUELVA","PUEBLA DE GUZMAN (ANDEVALO OCCIDENTAL)",NA,"Cabezas Rubias","Huelva","Bluetongue",1,"","Ovinos","296","0",2007-11-05,1,7106,"2007/7196_1"
"7107","2007/7195","Secundario","España","ANDALUCÍA","MÁLAGA","RONDA (RONDA)",NA,"Alpandeire","Málaga","Bluetongue",2,"","Caprinos, Ovinos","1142 / 533","0 / 9",2007-10-22,1,7107,"2007/7195_1"
"7108","2007/7194","Secundario","España","ANDALUCÍA","CÁDIZ","LITORAL",NA,"Conil de la Frontera","Cádiz","Bluetongue",1,"","Ovinos","46","2",2007-10-09,1,7108,"2007/7194_1"
"7109","2007/7193","Secundario","España","ANDALUCÍA","SEVILLA","SANLUCAR LA MAYOR (PONIENTE DE SEVILLA)",NA,"Aznalcóllar","Sevilla","Bluetongue",1,"","Ovinos","41","8",2007-10-04,1,7109,"2007/7193_1"
"7110","2007/7192","Secundario","España","ANDALUCÍA","SEVILLA","SANLUCAR LA MAYOR (PONIENTE DE SEVILLA)",NA,"Aznalcóllar","Sevilla","Bluetongue",1,"","Ovinos","740","30",2007-09-28,1,7110,"2007/7192_1"
"7111","2007/7191","Secundario","España","ANDALUCÍA","CÁDIZ","CAMPO DE GIBRALTAR",NA,"Castellar de la Frontera","Cádiz","Bluetongue",1,"","Ovinos","1391","810",2007-09-12,1,7111,"2007/7191_1"
"7112","2007/7190","Secundario","España","ANDALUCÍA","ALMERÍA","BAJO ANDARAX/CAMPO DE TABERNA",NA,"Almería","Almería","Bluetongue",1,"","Ovinos","4","1",2007-10-24,1,7112,"2007/7190_1"
"7113","2007/7189","Secundario","España","ANDALUCÍA","SEVILLA","SANLUCAR LA MAYOR (PONIENTE DE SEVILLA)",NA,"Aznalcázar","Sevilla","Bluetongue",1,"","Ovinos","1226","47",2007-09-20,1,7113,"2007/7189_1"
"7114","2007/7188","Secundario","España","ANDALUCÍA","MÁLAGA","CARTAMA (GUADAHORCE OCC.)",NA,"Álora","Málaga","Bluetongue",2,"","Caprinos, Ovinos","3 / 592","0 / 186",2007-10-23,1,7114,"2007/7188_1"
"7115","2007/7187","Secundario","España","ANDALUCÍA","MÁLAGA","CARTAMA (GUADAHORCE OCC.)",NA,"Álora","Málaga","Bluetongue",1,"","Ovinos","18","8",2007-10-23,1,7115,"2007/7187_1"
"7116","2007/7186","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Blázquez, Los","Córdoba","Bluetongue",1,"","Ovinos","29","4",2007-10-29,1,7116,"2007/7186_1"
"7117","2007/7185","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Blázquez, Los","Córdoba","Bluetongue",1,"","Ovinos","1681","13",2007-10-04,1,7117,"2007/7185_1"
"7118","2007/7184","Secundario","España","ANDALUCÍA","CÁDIZ","SIERRA DE CÁDIZ",NA,"Bosque, El","Cádiz","Bluetongue",1,"","Caprinos","205","0",2007-10-22,1,7118,"2007/7184_1"
"7119","2007/7183","Secundario","España","ANDALUCÍA","CÁDIZ","SIERRA DE CÁDIZ",NA,"Bosque, El","Cádiz","Bluetongue",2,"","Caprinos, Ovinos","167 / 88","0 / 29",2007-10-18,1,7119,"2007/7183_1"
"7120","2007/7182","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Beas","Huelva","Bluetongue",1,"","Ovinos","101","0",2007-09-14,1,7120,"2007/7182_1"
"7121","2007/7181","Secundario","España","ANDALUCÍA","HUELVA","VALVERDE DEL CAMINO (ANDEVALO ORIENTAL)",NA,"Beas","Huelva","Bluetongue",2,"","Caprinos, Ovinos","5 / 91","0 / 7",2007-10-08,1,7121,"2007/7181_1"
"7122","2007/7180","Secundario","España","ANDALUCÍA","HUELVA","CARTAYA (COSTA OCCIDENTAL)",NA,"Ayamonte","Huelva","Bluetongue",2,"","Caprinos, Ovinos","2 / 73","0 / 9",2007-10-05,1,7122,"2007/7180_1"
"7123","2007/7179","Secundario","España","ANDALUCÍA","SEVILLA","CAZALLA DE LA SIERRA (SIERRA NORTE)",NA,"Almadén de la Plata","Sevilla","Bluetongue",2,"","Caprinos, Ovinos","27 / 8","0 / 4",2007-10-10,1,7123,"2007/7179_1"
"7124","2007/7178","Secundario","España","ANDALUCÍA","SEVILLA","CAZALLA DE LA SIERRA (SIERRA NORTE)",NA,"Almadén de la Plata","Sevilla","Bluetongue",2,"","Caprinos, Ovinos","240 / 63","0 / 4",2007-09-21,1,7124,"2007/7178_1"
"7125","2007/7177","Secundario","España","ANDALUCÍA","SEVILLA","CAZALLA DE LA SIERRA (SIERRA NORTE)",NA,"Almadén de la Plata","Sevilla","Bluetongue",1,"","Ovinos","468","21",2007-09-24,1,7125,"2007/7177_1"
"7126","2007/7176","Secundario","España","ANDALUCÍA","SEVILLA","CAZALLA DE LA SIERRA (SIERRA NORTE)",NA,"Almadén de la Plata","Sevilla","Bluetongue",1,"","Ovinos","158","14",2007-10-26,1,7126,"2007/7176_1"
"7127","2007/7175","Secundario","España","ANDALUCÍA","SEVILLA","CAZALLA DE LA SIERRA (SIERRA NORTE)",NA,"Almadén de la Plata","Sevilla","Bluetongue",1,"","Ovinos","158","0",2007-09-10,1,7127,"2007/7175_1"
"7128","2007/7174","Secundario","España","ANDALUCÍA","SEVILLA","CAZALLA DE LA SIERRA (SIERRA NORTE)",NA,"Almadén de la Plata","Sevilla","Bluetongue",1,"","Ovinos","254","13",2007-09-05,1,7128,"2007/7174_1"
"7129","2007/7173","Secundario","España","ANDALUCÍA","SEVILLA","CAZALLA DE LA SIERRA (SIERRA NORTE)",NA,"Almadén de la Plata","Sevilla","Bluetongue",2,"","Caprinos, Ovinos","224 / 324","0 / 1",2007-09-24,1,7129,"2007/7173_1"
"7130","2007/7172","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Añora","Córdoba","Bluetongue",1,"","Ovinos","324","184",2007-10-10,1,7130,"2007/7172_1"
"7131","2007/7171","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Añora","Córdoba","Bluetongue",1,"","Ovinos","206","35",2007-10-19,1,7131,"2007/7171_1"
"7132","2007/7170","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Añora","Córdoba","Bluetongue",1,"","Ovinos","193","12",2007-10-15,1,7132,"2007/7170_1"
"7133","2007/7169","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Añora","Córdoba","Bluetongue",1,"","Ovinos","337","4",2007-10-19,1,7133,"2007/7169_1"
"7134","2007/7168","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Añora","Córdoba","Bluetongue",1,"","Ovinos","150","11",2007-10-18,1,7134,"2007/7168_1"
"7135","2007/7167","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Añora","Córdoba","Bluetongue",1,"","Ovinos","150","7",2007-10-23,1,7135,"2007/7167_1"
"7136","2007/7166","Secundario","España","ANDALUCÍA","CÁDIZ","CAMPIÑA",NA,"Arcos de la Frontera","Cádiz","Bluetongue",1,"","Ovinos","69","10",2007-09-27,1,7136,"2007/7166_1"
